Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loa0_Status
9002308,1,1,0,0,0,2167,2400,115,360,1,1,1
9002314,0,0,0,0,0,2213,0,66,360,1,0,1
9002315,1,1,1,1,0,8300,0,152,300,0,0,0
9002317,1,1,3,1,0,81000,0,360,360,0,0,0
9002318,0,0,1,0,1,3867,0,62,360,1,0,0
9002319,1,1,0,1,2,6256,0,160,360,10,1,1
9002328,1,1,0,0,0,6096,0,218,360,0,0,0
9002332,1,1,0,0,0,2253,2033,110,360,1,0,1
9002335,0,1,0,0,0,2149,3237,178,360,0,0,0
9002337,0,0,0,1,0,2995,0,60,360,1,1,1
9002341,0,0,1,1,0,2600,0,160,360,1,1,0
9002342,1,1,2,1,1,1600,20000,239,360,1,1,0
9002345,1,1,0,1,0,1025,2773,112,360,1,0,1
9002347,1,1,0,1,0,3246,1417,138,360,1,0,1
9002348,1,1,0,1,0,5829,0,138,360,1,0,1
9002357,0,0,0,0,0,2720,0,80,0,0,1,0
9002361,1,1,0,1,0,1820,1719,100,360,1,1,1
9002362,1,1,1,1,0,7250,1667,110,0,0,1,0
9002364,1,1,0,1,0,14880,0,96,360,1,0,1
9002366,1,1,0,1,0,2666,4300,121,360,1,0,1
9002367,0,0,1,0,0,4606,0,81,360,1,0,0
9002368,1,1,2,1,0,5935,0,133,360,1,0,1
9002369,1,1,0,1,0,2920,16.12000084,87,360,1,0,1
9002370,1,0,0,0,0,2717,0,60,180,1,1,1
9002377,0,0,1,1,1,8624,0,150,360,1,0,1
9002379,1,0,0,1,0,6500,0,105,360,0,0,0
9002386,1,0,0,1,2,12876,0,405,360,1,0,1
9002387,1,1,0,1,0,2425,2340,143,360,1,0,1
9002390,1,0,0,1,0,3750,0,100,360,1,1,1
9002393,0,2,10,1,0,10047,0,0,240,1,0,1
9002398,1,0,0,1,0,1926,1851,50,360,1,0,1
9002401,1,1,0,1,0,2213,1125,0,360,1,1,1
9002403,1,0,0,1,1,10416,0,187,360,0,1,0
9002407,0,1,0,0,1,7142,0,138,360,1,0,1
9002408,1,0,0,1,0,3660,5064,187,360,1,0,1
9002409,1,1,0,1,0,7901,1833,180,360,1,0,1
9002418,1,0,3,0,0,4707,1993,148,360,1,0,1
9002422,1,0,1,1,0,37719,0,152,360,1,0,1
9002424,1,1,0,1,0,7333,8333,175,300,10,0,1
9002429,1,1,1,1,1,3466,1210,130,360,1,0,1
9002434,1,1,2,0,0,4652,0,110,360,1,0,1
9002435,1,1,0,1,2,3539,1376,55,360,1,0,0
9002443,1,1,2,1,0,3340,1710,150,360,0,0,0
9002444,1,0,1,0,1,2769,1542,190,360,10,0,0
9002446,1,1,2,0,0,2309,1255,125,360,0,0,0
9002447,1,1,2,0,0,1958,1456,60,300,10,1,1
9002448,1,1,0,1,0,3948,1733,149,360,0,0,0
9002449,1,1,0,1,0,2483,2466,90,180,0,0,1
9002453,1,0,0,1,1,7085,0,84,360,1,0,1
9002455,1,1,2,1,0,3859,0,96,360,1,0,1
9002459,1,1,0,1,0,4301,0,118,360,1,1,1
9002467,1,1,0,1,0,3708,2569,173,360,1,1,0
9002472,1,0,2,1,0,4354,0,136,360,1,0,1
9002473,1,1,0,1,0,8334,0,160,360,1,0,0
9002478,2,1,0,1,1,2083,4083,160,360,10,0,1
9002484,1,1,3,1,0,7740,0,128,180,1,1,1
9002487,1,1,0,1,0,3015,2188,153,360,1,0,1
9002489,0,0,1,0,2,5191,0,132,360,1,0,1
9002493,1,0,0,1,0,4166,0,98,360,0,0,0
9002494,1,0,0,1,0,6000,0,140,360,1,0,1
9002500,1,1,3,0,0,2947,1664,70,180,0,1,0
9002501,2,1,0,1,0,16692,0,110,360,1,0,1
9002502,0,1,2,0,2,210,2917,98,360,1,0,1
9002505,1,1,0,1,0,4333,2451,110,360,1,1,0
9002515,1,1,1,1,1,3450,2079,162,360,1,0,1
9002517,1,1,1,0,0,2653,1500,113,180,0,0,0
9002519,1,1,3,1,0,4691,0,100,360,1,0,1
9002522,0,0,0,1,1,2500,0,93,360,10,1,1
9002524,1,0,2,1,0,5532,4648,162,360,1,0,1
9002527,1,1,2,1,1,16525,1014,150,360,1,0,1
9002529,1,1,2,1,0,6700,1750,230,300,1,0,1
9002530,2,1,2,1,0,2873,1872,132,360,0,0,0
9002531,1,1,1,1,1,16667,2250,86,360,1,0,1
9002533,1,1,2,1,0,2947,1603,0,360,1,1,0
9002534,0,0,0,0,0,4350,0,154,360,1,0,1
9002536,1,1,3,0,0,3095,0,113,360,1,0,1
9002537,1,1,0,1,0,2083,3150,128,360,1,0,1
9002541,1,1,0,1,0,10833,0,234,360,1,0,1
9002543,1,1,2,1,0,8333,0,246,360,1,0,1
9002544,1,1,1,0,0,1958,2436,131,360,1,0,1
9002545,1,0,2,1,0,3547,0,80,360,0,0,0
9002547,1,1,1,1,0,18333,0,500,360,1,1,0
9002555,1,1,2,1,1,4583,2083,160,360,1,0,1
9002556,1,0,0,1,0,2435,0,75,360,1,1,0
9002560,1,0,0,0,0,2699,2785,96,360,10,0,1
9002562,1,1,1,0,0,5333,1131,186,360,10,1,1
9002571,1,0,0,0,0,3691,0,110,360,1,0,1
9002582,0,0,0,0,1,17263,0,225,360,1,0,1
9002585,1,1,0,1,0,3597,2157,119,360,0,0,0
9002586,0,1,1,1,0,3326,913,105,84,1,0,1
9002587,1,1,0,0,0,2600,1700,107,360,1,0,1
9002588,1,1,0,1,0,4625,2857,111,12,10,1,1
9002600,1,1,1,1,1,2895,0,95,360,1,0,1
9002602,1,0,0,1,0,6283,4416,209,360,0,0,0
9002603,0,0,0,1,0,645,3683,113,480,1,0,1
9002606,0,0,0,1,0,3159,0,100,360,1,0,1
9002615,1,1,2,1,0,4865,5624,208,360,1,0,1
9002618,1,1,1,0,0,4050,5302,138,360,10,0,0
9002619,1,1,0,0,0,3814,1483,124,300,1,0,1
9002622,1,1,2,1,0,3510,4416,243,360,1,0,1
9002624,1,1,0,1,0,20833,6667,480,360,10,1,1
9002625,2,0,0,1,0,3583,0,96,360,1,1,0
9002626,1,1,0,1,1,2479,3013,188,360,1,1,1
9002634,0,0,1,1,0,13262,0,40,360,1,1,1
9002637,1,0,0,0,0,3598,1287,100,360,1,0,0
9002640,1,1,1,1,0,6065,2004,250,360,1,0,1
9002643,1,1,2,1,0,3283,2035,148,360,1,1,1
9002648,1,1,0,1,0,2130,6666,70,180,1,0,0
9002652,1,0,0,1,0,5815,3666,311,360,1,0,0
9002659,1,1,3,1,0,3466,3428,150,360,1,0,1
9002670,0,1,2,1,0,2031,1632,113,480,1,0,1
9002682,1,1,10,0,0,3074,1800,123,360,0,0,0
9002683,1,0,0,1,0,4683,1915,185,360,1,0,0
9002684,0,0,0,0,0,3400,0,95,360,1,0,0
9002689,1,1,2,0,0,2192,1742,45,360,1,0,1
9002690,1,0,0,1,0,2500,0,55,360,1,0,1
9002692,1,1,3,1,1,5677,1424,100,360,1,0,1
9002693,1,1,2,1,1,7948,7166,480,360,1,0,1
9002697,1,0,0,1,0,4680,2087,0,360,1,0,0
9002699,1,1,2,1,1,17500,0,400,360,1,0,1
9002705,1,1,0,1,0,3775,0,110,360,1,0,1
9002706,1,1,1,0,0,5285,1430,161,360,0,0,1
9002714,1,0,1,0,0,2679,1302,94,360,1,0,1
9002716,1,0,0,0,0,6783,0,130,360,1,0,1
9002717,1,1,0,1,0,1025,5500,216,360,10,0,1
9002720,1,1,3,1,0,4281,0,100,360,1,1,1
9002723,1,0,2,1,0,3588,0,110,360,0,0,0
9002729,1,0,1,1,0,11250,0,196,360,10,0,0
9002731,0,0,0,0,1,18165,0,125,360,1,1,1
9002732,1,0,0,0,2,2550,2042,126,360,1,0,1
9002734,1,1,0,1,0,6133,3906,324,360,1,1,1
9002738,1,0,2,1,0,3617,0,107,360,1,0,1
9002739,1,1,0,0,0,2917,536,66,360,1,0,0
9002740,1,1,3,1,0,6417,0,157,180,1,0,1
9002741,0,1,1,1,0,4608,2845,140,180,1,0,1
9002743,0,0,0,1,0,2138,0,99,360,0,0,0
9002753,0,0,1,1,2,3652,0,95,360,1,0,1
9002755,1,1,1,0,0,2239,2524,128,360,1,1,1
9002757,0,1,0,0,0,3017,663,102,360,10,0,1
9002767,1,1,0,1,0,2768,1950,155,360,1,0,1
9002768,1,0,0,0,0,3358,0,80,36,1,0,0
9002772,1,0,0,1,0,2526,1783,145,360,1,0,1
9002776,0,0,0,1,0,5000,0,103,360,0,0,0
9002777,1,1,0,1,0,2785,2016,110,360,1,0,1
9002778,1,1,2,1,1,6633,0,0,360,0,0,0
9002784,1,1,1,0,0,2492,2375,0,360,1,0,1
9002785,1,1,1,1,0,3333,3250,158,360,1,1,1
9002788,1,1,0,0,0,2454,2333,181,360,0,1,0
9002789,1,1,0,1,0,3593,4266,132,180,0,0,0
9002792,1,1,1,1,0,5468,1032,26,360,1,0,1
9002794,0,0,0,1,0,2667,1625,84,360,10,1,1
9002795,1,1,3,1,1,10139,0,260,360,1,0,1
9002798,1,1,0,1,0,3887,2669,162,360,1,0,1
9002804,0,1,0,1,0,4180,2306,182,360,1,0,1
9002807,1,1,2,0,0,3675,242,108,360,1,0,1
9002813,0,1,1,1,1,19484,0,600,360,1,0,1
9002820,1,1,0,1,0,5923,2054,211,360,1,0,1
9002821,1,0,0,0,1,5800,0,132,360,1,0,1
9002832,1,1,2,1,0,8799,0,258,360,0,1,0
9002833,1,1,0,0,0,4467,0,120,360,10,0,1
9002836,1,0,0,1,0,3333,0,70,360,1,1,1
9002837,1,1,3,1,0,3400,2500,123,360,0,0,0
9002840,0,0,0,1,0,2378,0,9,360,1,1,0
9002841,1,1,0,1,0,3166,2064,104,360,0,1,0
9002842,1,1,1,1,0,3417,1750,186,360,1,1,1
9002847,1,1,10,1,0,5116,1451,165,360,0,1,0
9002855,1,1,2,1,0,16666,0,275,360,1,1,1
9002862,1,1,2,0,0,6125,1625,187,480,1,0,0
9002863,1,1,3,1,0,6406,0,150,360,1,0,0
9002868,1,1,2,1,0,3159,461,108,84,1,1,1
9002872,2,1,0,1,0,3087,2210,136,360,0,0,0
9002874,1,0,0,1,0,3229,2739,110,360,1,1,1
9002877,1,1,1,1,0,1782,2232,107,360,1,0,1
9002888,1,0,0,1,2,3182,2917,161,360,1,1,1
9002892,1,1,2,1,0,6540,0,205,360,1,0,1
9002893,1,0,0,1,0,1836,33837,90,360,1,1,0
9002894,0,1,0,1,0,3166,0,36,360,1,0,1
9002898,1,1,1,1,0,1880,0,61,360,10,0,0
9002911,1,1,1,1,0,2787,1917,146,360,0,0,0
9002912,1,1,1,1,0,4283,3000,172,84,1,0,0
9002916,1,1,0,1,0,2297,1522,104,360,1,1,1
9002917,0,0,0,0,0,2165,0,70,360,1,0,1
9002925,2,0,0,1,0,4750,0,94,360,1,0,1
9002926,1,1,2,1,1,2726,0,106,360,0,0,0
9002928,1,1,0,1,0,3000,3416,56,180,1,0,1
9002931,1,1,2,1,1,6000,0,205,240,1,0,0
9002933,2,0,3,1,1,9357,0,292,360,1,0,1
9002936,1,1,0,1,0,3859,3300,142,180,1,0,1
9002938,1,1,0,1,1,16120,0,260,360,1,1,1
9002940,1,0,0,0,0,3833,0,110,360,1,0,1
9002941,1,1,2,0,1,6383,1000,187,360,1,0,0
9002943,1,0,10,1,0,2987,0,88,360,0,0,0
9002945,1,1,0,1,1,9963,0,180,360,1,0,1
9002948,1,1,2,1,0,5780,0,192,360,1,1,1
9002949,0,0,3,1,2,416,41667,350,180,10,1,0
9002950,1,1,0,0,2,2894,2792,155,360,1,0,1
9002953,1,1,3,1,0,5703,0,128,360,1,1,1
9002958,1,0,0,1,0,3676,4301,172,360,1,0,1
9002959,0,1,1,1,0,12000,0,496,360,1,0,1
9002960,1,1,0,0,0,2400,3800,0,180,1,1,0
9002961,1,1,1,1,0,3400,2500,173,360,1,0,1
9002964,1,1,2,0,0,3987,1411,157,360,1,0,1
9002974,1,1,0,1,0,3232,1950,108,360,1,0,1
9002978,0,0,0,1,0,2900,0,71,360,1,0,1
9002979,1,1,3,1,0,4106,0,40,180,1,0,1
9002983,1,1,1,1,0,8072,240,253,360,1,1,1
9002984,1,1,2,1,0,7583,0,187,360,1,1,1
9002990,0,0,0,1,1,4583,0,133,360,0,0,0
9002992,1,0,0,1,0,5849,0,0,360,1,1,1
9002993,1,1,1,1,0,4583,1508,128,360,1,0,0
9002995,1,1,0,1,1,3000,0,66,360,1,1,1
9002996,1,1,0,0,0,2583,2358,120,360,1,1,1
9002998,1,0,0,1,0,6000,0,141,360,1,1,1
9003001,1,1,2,1,1,5417,4196,267,360,1,1,1
9003003,1,1,0,0,0,2333,1516,95,360,1,1,1
9003004,1,1,3,1,0,3036,2504,158,360,0,0,0
9003008,1,1,2,1,0,4006,1526,168,360,1,1,1
9003010,1,1,1,1,0,12841,10968,349,360,1,0,0
9003014,1,1,2,1,0,3200,700,70,360,1,1,1
9003017,1,1,2,1,2,2500,1840,109,360,1,1,1
9003018,1,1,2,1,0,3073,8106,200,360,1,1,1
9003019,1,0,0,1,0,1853,2840,114,360,1,0,0
9003020,1,1,2,1,0,1299,1086,17,120,1,1,1
9003022,1,0,0,1,0,4950,0,125,360,1,1,1
9003024,1,0,1,0,0,3596,0,100,240,10,1,1
9003026,0,0,0,1,0,3510,0,76,360,0,1,0
9003028,1,1,0,0,0,4887,0,133,360,1,0,0
9003031,1,1,0,1,2,2600,3500,115,0,1,1,1
9003033,1,1,0,0,0,7660,0,104,360,0,1,0
9003036,1,1,1,1,0,5955,5625,315,360,1,1,1
9003037,1,1,0,0,0,2600,1911,116,360,0,0,0
9003040,2,1,2,0,0,3365,1917,112,360,0,0,0
9003042,1,1,1,1,2,3717,2925,151,360,10,0,0
9003056,1,1,0,1,1,9560,0,191,360,1,0,1
9003058,1,1,0,1,0,2799,2253,122,360,1,0,1
9003063,1,1,2,0,0,4226,1040,110,360,1,1,1
9003076,1,0,0,0,0,1442,0,35,360,1,1,0
9003077,0,0,2,1,2,3750,2083,120,360,1,0,1
9003081,1,1,1,1,2,4166,3369,201,360,10,1,0
9003085,1,0,0,1,0,3167,0,74,360,1,1,0
9003087,1,0,1,1,1,4692,0,106,360,1,0,0
9003088,1,1,0,1,0,3500,1667,114,360,1,0,1
9003090,1,0,3,1,0,12500,3000,320,360,1,0,0
9003096,1,1,0,1,0,2275,2067,0,360,1,1,1
9003099,1,1,0,1,0,1828,1330,100,0,0,1,0
9003102,0,1,0,1,0,3667,1459,144,360,1,0,1
9003104,1,0,0,1,0,4166,7210,184,360,1,1,1
9003106,1,0,0,0,0,3748,1668,110,360,1,0,1
9003109,1,0,0,1,0,3600,0,80,360,1,1,0
9003110,1,0,0,1,0,1800,1213,47,360,1,1,1
9003113,1,1,0,1,0,2400,0,75,360,10,1,1
9003121,1,1,0,1,0,3941,2336,134,360,1,0,1
9003126,1,1,0,0,1,4695,0,96,0,1,1,1
9003127,0,0,0,1,0,3410,0,88,0,1,1,1
9003128,1,1,1,1,0,5649,0,44,360,1,1,1
9003134,1,1,0,1,0,5821,0,144,360,1,1,1
9003136,0,1,0,1,0,2645,3440,120,360,0,1,0
9003141,0,0,0,1,0,4000,2275,144,360,1,0,1
9003145,0,1,0,0,0,1928,1644,100,360,1,0,1
9003147,0,0,0,1,0,3086,0,120,360,1,0,1
9003154,0,0,0,1,0,4230,0,112,360,1,0,0
9003169,1,1,2,1,0,4616,0,134,360,1,1,0
9003176,0,1,1,1,1,11500,0,286,360,0,1,0
9003184,1,1,2,1,0,2708,1167,97,360,1,0,1
9003185,1,1,0,1,0,2132,1591,96,360,1,0,1
9003187,1,1,0,1,0,3366,2200,135,360,1,0,0
9003188,1,1,1,1,0,8080,2250,180,360,1,1,1
9003189,1,1,2,0,0,3357,2859,144,360,1,1,1
9003195,1,1,0,1,0,2500,3796,120,360,1,1,1
9003196,1,1,3,1,0,3029,0,99,360,1,1,1
9003197,1,1,0,0,1,2609,3449,165,180,0,0,0
9003203,1,1,1,1,0,4945,0,0,360,0,0,0
9003212,0,0,0,1,0,4166,0,116,360,0,0,0
9003215,1,1,0,1,0,5726,4595,258,360,1,0,0
9003218,1,0,0,0,0,3200,2254,126,180,0,1,0
9003223,1,1,1,1,0,10750,0,312,360,1,1,1
9003228,1,1,3,0,1,7100,0,125,60,1,1,1
9003231,0,0,0,1,0,4300,0,136,360,0,0,0
9003233,1,1,0,1,0,3208,3066,172,360,1,1,1
9003235,1,1,2,0,1,1875,1875,97,360,1,0,1
9003238,1,0,0,1,0,3500,0,81,300,1,0,1
9003240,1,1,3,0,0,4755,0,95,0,0,0,0
9003243,1,1,3,1,1,5266,1774,187,360,1,0,1
9003245,1,0,0,1,0,3750,0,113,480,1,1,0
9003246,1,0,0,1,0,3750,4750,176,360,1,1,0
9003249,1,1,1,1,1,1000,3022,110,360,1,1,0
9003253,1,1,3,1,0,3167,4000,180,300,0,0,0
9003254,1,1,3,0,1,3333,2166,130,360,10,0,1
9003255,0,0,0,1,0,3846,0,111,360,1,0,1
9003256,1,1,1,1,1,2395,0,0,360,1,0,1
9003257,0,1,2,1,0,1378,1881,167,360,1,1,0
9003263,1,1,0,1,0,6000,2250,265,360,10,0,0
9003265,1,1,1,1,0,3988,0,50,240,1,1,1
9003269,1,0,0,1,0,2366,2531,136,360,1,0,1
9003270,1,1,2,0,0,3333,2000,99,360,10,0,1
9003272,1,1,0,1,0,2500,2118,104,360,1,0,1
9003279,1,0,0,1,0,8566,0,210,360,1,1,1
9003300,1,1,0,1,0,5695,4167,175,360,1,0,1
9003306,1,1,0,1,0,2958,2900,131,360,1,0,1
9003308,1,1,2,1,0,6250,5654,188,180,1,0,1
9003309,1,1,2,0,0,3273,1820,81,360,1,1,1
9003312,1,0,0,1,0,4133,0,122,360,1,0,1
9003315,1,0,0,0,0,3620,0,25,120,1,0,1
9003316,1,0,0,1,2,6782,0,0,360,10,1,0
9003317,0,1,0,1,0,2484,2302,137,360,1,0,1
9003323,1,1,0,1,0,1977,997,50,360,1,0,1
9003324,1,1,0,0,0,4188,0,115,180,1,0,1
9003333,1,1,0,1,0,1759,3541,131,360,1,0,1
9003335,1,1,2,0,0,4288,3263,133,180,1,1,1
9003339,1,0,0,1,0,4843,3806,151,360,1,0,1
9003340,1,1,10,1,0,13650,0,0,360,1,1,1
9003346,1,1,0,1,0,4652,3583,0,360,1,0,1
9003347,1,2,10,1,0,3816,754,160,360,1,1,1
9003357,1,1,1,1,0,3052,1030,100,360,1,1,1
9003359,1,1,2,1,0,11417,1126,225,360,1,1,1
9003360,1,0,0,0,2,7333,0,120,360,1,0,0
9003369,1,1,2,1,0,3800,3600,216,360,0,1,0
9003374,1,1,3,0,0,2071,754,94,480,1,0,1
9003375,1,0,0,1,0,5316,0,136,360,1,1,1
9003377,0,1,0,1,2,2929,2333,139,360,1,0,1
9003381,1,1,0,0,0,3572,4114,152,0,0,0,0
9003382,0,0,1,1,1,7451,0,0,360,1,0,1
9003388,1,0,0,1,2,5050,0,118,360,1,0,1
9003391,1,1,1,1,0,14583,0,185,180,1,0,1
9003394,0,1,0,1,0,3167,2283,154,360,1,0,1
9003395,1,1,1,1,0,2214,1398,85,360,10,1,1
9003411,1,1,0,1,0,5568,2142,175,360,1,0,0
9003412,0,0,0,1,0,10408,0,259,360,1,1,1
9003416,1,1,10,1,0,5667,2667,180,360,1,0,1
9003420,0,0,0,1,0,4166,0,44,360,1,0,1
9003421,0,0,0,1,0,2137,8980,137,360,0,0,1
9003422,1,1,2,1,0,2957,0,81,360,1,0,1
9003429,1,1,0,0,0,4300,2014,194,360,1,0,1
9003433,0,0,0,1,0,3692,0,93,360,10,0,1
9003438,2,1,3,1,0,23803,0,370,360,1,0,1
9003439,1,0,0,1,0,3865,1640,0,360,1,0,1
9003441,1,1,1,1,1,10513,3850,160,180,0,1,0
9003455,1,1,0,1,0,6080,2569,182,360,10,0,0
9003459,1,0,0,1,1,20166,0,650,480,10,1,1
9003463,1,0,0,1,0,2014,1929,74,360,1,1,1
9003468,1,0,0,1,0,2718,0,70,360,1,0,1
9003472,1,1,0,1,1,3459,0,25,120,1,0,1
9003477,1,0,0,1,0,4895,0,102,360,1,0,1
9003478,1,1,3,1,0,4000,7750,290,360,1,0,0
9003479,0,1,0,1,0,4583,0,84,360,1,0,0
9003481,1,1,2,1,1,3316,3500,88,360,1,1,1
9003482,1,0,0,1,0,14999,0,242,360,0,0,0
9003483,1,1,2,0,0,4200,1430,129,360,1,0,0
9003487,1,1,2,1,0,5042,2083,185,360,1,0,0
9003488,1,0,0,1,0,5417,0,168,360,1,1,1
9003494,1,0,0,1,1,6950,0,175,180,1,0,1
9003497,1,1,0,1,0,2698,2034,122,360,1,0,1
9003498,1,1,2,1,0,11757,0,187,180,1,1,1
9003504,0,1,0,1,0,2330,4486,100,360,1,0,1
9003506,0,1,2,1,0,14866,0,70,360,1,1,1
9003508,1,1,1,1,0,1538,1425,30,360,1,1,1
9003509,0,0,0,1,0,10000,1666,225,360,1,0,0
9003510,1,1,0,1,0,4860,830,125,360,1,0,1
9003518,1,0,0,1,0,6277,0,118,360,0,0,0
9003519,1,1,0,1,1,2577,3750,152,360,1,0,1
9003521,1,0,0,1,0,9166,0,244,360,1,1,0
9003522,1,1,2,0,0,2281,0,113,360,1,0,0
9003525,1,0,0,1,0,3254,0,50,360,1,1,1
9003526,1,1,3,1,0,39999,0,600,180,0,0,1
9003531,1,1,1,1,0,6000,0,160,360,10,0,1
9003533,1,1,1,1,0,9538,0,187,360,1,1,1
9003536,1,0,0,1,2,2980,2083,120,360,1,0,1
9003542,1,1,0,1,0,4583,5625,255,360,1,0,1
9003550,1,1,0,0,0,1863,1041,98,360,1,0,1
9003552,1,1,0,1,0,7933,0,275,360,1,1,0
9003555,1,1,1,1,0,3089,1280,121,360,0,0,0
9003560,1,1,2,1,0,4167,1447,158,360,1,0,1
9003562,1,1,0,1,0,9323,0,75,180,1,1,1
9003564,1,1,0,1,0,3707,3166,182,0,1,0,1
9003567,0,1,0,1,0,4583,0,112,360,1,0,0
9003568,1,1,0,1,0,2439,3333,129,360,1,0,1
9003569,1,0,0,1,0,2237,0,63,480,0,0,0
9003570,1,1,2,1,0,8000,0,200,360,1,0,1
9003571,1,1,0,0,2,1820,1769,95,360,1,0,1
9003575,2,1,3,1,0,51763,0,700,300,1,1,1
9003576,1,1,3,0,0,3522,0,81,180,1,0,0
9003584,1,1,0,1,0,5708,5625,187,360,1,0,1
9003593,1,1,0,0,1,4344,736,87,360,1,0,0
9003596,1,1,0,1,0,3497,1964,116,360,1,0,1
9003598,1,1,2,1,0,2045,1619,101,360,1,0,1
9003600,1,1,3,1,0,5516,11300,495,360,0,0,0
9003606,1,1,1,1,0,3750,0,116,360,1,0,1
9003620,1,0,0,0,0,2333,1451,102,480,0,1,0
9003623,1,1,1,1,0,6400,7250,180,360,0,1,0
9003624,1,0,0,1,0,1916,5063,67,360,10,0,0
9003626,1,1,0,1,0,4600,0,73,180,1,0,1
9003627,1,1,1,1,0,33846,0,260,360,1,0,0
9003629,0,1,0,1,0,3625,0,108,360,1,0,1
9003630,1,1,0,1,1,39147,4750,120,360,1,0,1
9003631,1,1,1,1,1,2178,0,66,300,0,0,0
9003633,1,1,0,1,0,2383,2138,58,360,10,0,1
9003634,2,1,0,1,1,674,5296,168,360,1,0,1
9003637,1,1,0,1,0,9328,0,188,180,1,0,1
9003643,1,0,0,0,0,4885,0,48,360,1,0,1
9003646,1,0,0,1,0,12000,0,164,360,1,0,0
9003647,1,1,0,0,0,6033,0,160,360,1,1,0
9003648,1,0,0,1,0,3858,0,76,360,1,0,1
9003654,1,0,0,1,0,4191,0,120,360,1,0,1
9003655,1,1,1,1,0,3125,2583,170,360,1,0,0
9003656,1,0,0,1,0,8333,3750,187,360,1,0,1
9003659,0,0,0,0,0,1907,2365,120,0,1,1,1
9003661,0,1,0,1,0,3416,2816,113,360,10,0,1
9003663,1,0,0,1,1,11000,0,83,360,1,1,0
9003664,1,1,1,0,0,2600,2500,90,360,1,0,1
9003667,1,0,2,1,0,4923,0,166,360,0,0,1
9003672,1,1,3,0,0,3992,0,0,180,1,1,0
